amount,sender_balance,receiver_balance,transaction_hour,day_of_week,last_24h_tx_count,device_change_flag,country_change_flag,is_fraud
131.38,1944.14,1086.54,19,5,1,0,1,0
264.0,526.01,2202.37,8,6,3,0,1,0
9.55,374.8,312.23,14,4,3,1,0,0
25.23,1016.36,2368.0,20,6,4,1,0,0
70.99,244.05,1596.99,13,2,2,1,0,0
59.54,459.54,876.87,3,1,1,0,0,0
8.36,1896.46,1967.33,23,0,4,1,0,0
84.6,2037.81,1924.86,23,6,4,0,0,0
12.71,771.47,628.46,7,1,2,0,0,0
12.67,1860.01,91.19,19,6,2,0,1,0
38.5,1132.7,1300.87,16,2,5,1,0,0
44.94,591.73,1708.54,1,0,4,1,0,0
43.39,1451.16,2629.82,19,4,3,1,0,0
4.8,1326.01,2784.65,15,4,1,1,0,0
104.97,2083.33,1586.42,9,6,5,0,1,1
15.44,552.88,2261.41,1,4,2,1,1,1
6.94,1354.34,1317.91,10,3,0,0,1,0
109.8,223.33,2238.25,9,1,2,1,0,0
155.78,391.94,614.4,18,2,3,0,0,0
99.07,116.87,1113.19,13,0,4,1,1,1
82.91,2081.84,1902.68,10,6,3,1,1,0
53.25,1659.77,54.47,8,6,1,0,0,0
40.02,1615.6,2167.38,6,5,0,1,0,1
4.55,1028.9,2506.61,14,5,1,1,0,0
26.25,633.38,1197.42,19,1,2,0,1,1
23.32,334.34,1343.83,16,2,1,0,0,0
15.04,591.54,2553.85,2,3,1,0,1,0
64.26,822.44,2326.96,14,2,2,0,1,0
34.25,1549.31,864.45,13,1,2,1,1,0
4.23,1088.16,971.93,7,2,3,1,0,0
12.43,176.62,2036.63,3,5,3,0,0,0
57.48,103.36,1689.59,9,5,6,1,1,1
3.96,217.6,486.69,1,0,1,1,1,1
95.26,922.15,929.79,13,3,0,0,1,0
34.17,1901.22,2699.95,7,5,0,0,0,1
32.75,1311.18,2064.52,22,0,2,1,0,0
44.87,1650.5,2957.92,9,3,3,1,0,0
87.06,1025.15,2301.04,17,5,4,0,1,0
21.37,751.09,2825.92,14,3,3,0,0,0
56.66,282.38,648.57,4,2,3,0,0,0
41.7,1794.81,2314.45,21,0,3,1,0,0
15.53,1584.02,60.65,12,3,3,0,0,0
105.45,450.01,2012.28,17,6,1,0,1,0
79.83,1109.23,1407.85,1,3,4,1,0,1
53.71,1033.59,1040.28,12,2,1,0,0,0
95.05,1348.98,2587.21,13,5,0,0,1,0
100.98,1993.89,2562.8,9,5,6,0,1,0
61.61,1225.36,66.91,3,6,1,1,0,0
90.7,1175.73,1828.52,14,1,4,1,0,0
59.78,169.92,1103.5,7,1,3,0,1,0
56.99,192.18,1246.98,14,5,5,1,1,0
48.2,431.02,2496.12,13,6,3,0,0,0
69.86,144.48,929.52,20,4,6,1,0,1
8.63,1497.9,2829.15,8,4,4,1,0,1
106.38,1555.81,538.9,19,6,3,0,1,0
102.73,383.48,1988.17,2,3,1,0,1,0
1.48,1675.28,2016.32,14,5,1,1,0,0
87.38,405.4,756.59,23,1,4,1,0,1
6.9,616.24,974.25,16,3,2,1,1,0
20.41,525.87,2504.4,15,0,2,1,1,1
68.03,818.92,2285.42,3,6,3,0,1,0
8.76,525.54,987.29,10,6,2,1,1,0
85.18,1068.19,1601.87,7,1,1,0,0,0
89.23,909.97,185.04,2,1,2,0,0,0
35.41,2008.68,626.24,18,1,3,1,1,1
0.32,121.61,1457.46,13,6,3,1,1,1
16.92,309.86,257.92,8,4,2,1,1,1
47.98,163.1,2530.0,2,2,1,0,1,0
198.66,1454.08,2154.02,3,2,2,0,0,0
49.96,168.43,2830.9,3,6,3,1,1,0
15.04,1689.56,2080.4,10,4,3,1,0,1
50.26,1079.02,2821.2,18,5,3,1,0,1
38.82,1097.57,1663.54,15,5,4,0,0,0
75.67,1203.24,1800.66,22,6,2,0,0,0
5.66,355.58,2930.91,21,6,3,1,0,0
71.57,474.97,1926.39,16,4,0,0,1,0
38.96,683.41,92.36,9,4,2,0,0,1
164.83,1355.89,2171.41,23,5,2,0,1,0
20.92,449.05,2716.41,16,2,3,0,1,0
50.07,291.57,2386.74,15,3,1,1,0,1
134.43,2074.96,1751.5,19,4,1,1,1,0
5.41,59.15,2013.91,21,3,1,1,1,1
138.41,1745.78,2970.58,5,3,4,0,1,0
58.22,1636.41,271.99,6,0,2,1,0,1
3.51,604.97,2001.73,13,2,2,1,0,0
17.9,297.8,850.19,10,6,3,0,0,0
61.58,361.38,1920.27,11,3,0,0,1,0
3.49,1401.38,1822.87,13,6,3,0,1,0
43.63,1332.82,460.37,4,6,2,1,1,0
21.22,1588.88,620.24,4,2,1,1,1,1
48.5,1924.09,1864.89,19,2,3,0,0,0
2.34,1389.28,384.69,21,0,2,1,0,0
102.61,422.75,795.54,22,6,2,1,0,1
181.51,675.96,2505.74,14,5,1,0,1,0
173.49,1859.46,981.27,0,2,1,0,1,1
69.25,495.77,1464.18,23,3,1,1,1,0
6.97,161.29,2823.42,22,5,2,1,1,1
71.0,1480.53,681.45,8,5,1,0,0,1
1.24,812.27,1168.88,2,1,4,0,1,0
1.12,1842.0,1819.37,3,3,3,0,0,0
19.55,1323.56,2266.02,15,3,0,0,0,0
33.53,223.46,2704.96,6,2,3,1,1,1
73.57,1969.8,2746.42,21,3,1,1,0,1
57.49,582.02,2329.92,13,6,2,1,0,0
29.52,710.57,684.99,15,1,1,1,1,1
15.98,826.48,74.43,17,2,4,1,0,0
292.58,404.52,1151.32,15,4,0,0,1,0
27.77,1025.84,424.65,15,3,2,0,1,0
30.02,285.42,2131.16,1,3,1,0,0,0
8.93,816.86,1983.39,9,0,1,0,1,0
79.19,787.1,131.91,6,4,1,1,0,1
59.16,1607.11,2509.78,14,4,0,1,0,1
12.47,1620.78,746.23,8,6,3,0,0,0
4.3,319.59,1296.68,6,1,1,1,0,1
57.05,796.49,2003.8,23,6,2,0,0,0
53.14,806.11,1288.26,15,4,2,1,0,0
15.96,327.27,1323.86,2,6,2,1,1,0
150.66,1749.58,196.88,16,6,1,1,0,0
8.19,1425.57,1204.33,22,0,1,1,0,1
28.31,417.17,2294.54,7,1,3,1,1,0
143.78,883.56,2745.53,1,6,2,1,1,1
27.21,247.76,1240.49,19,6,4,1,0,0
50.88,1311.01,1270.76,2,4,3,0,1,1
25.34,276.87,2107.88,7,1,0,0,0,0
16.03,1988.04,2828.32,1,4,1,1,1,0
206.69,1770.25,801.18,18,4,3,0,1,1
26.33,812.9,1320.43,16,6,2,0,1,0
112.26,1273.6,2387.92,4,5,1,0,0,0
13.07,1836.64,1829.08,19,4,5,0,1,1
11.98,1124.64,331.76,16,6,1,0,1,1
1.58,358.83,1883.2,9,3,4,1,0,0
52.73,816.35,560.24,8,4,3,1,0,1
22.98,1710.84,1530.65,21,3,3,1,1,1
99.89,1391.87,1587.31,5,2,2,0,1,0
32.05,1336.99,2628.61,10,5,4,0,1,0
172.4,1907.37,1387.48,1,0,5,1,0,0
10.26,1799.27,838.33,22,1,0,0,0,0
101.48,1941.87,692.9,11,1,1,1,1,1
74.94,273.69,2622.76,11,2,1,1,0,0
73.68,1166.49,513.03,15,4,3,0,1,0
93.15,1576.76,1277.61,21,0,1,0,1,1
71.57,1587.85,561.52,23,2,3,0,0,0
49.2,1266.57,2319.91,11,2,1,1,0,0
7.03,348.94,1423.12,20,1,3,1,0,1
1.65,1598.52,1053.43,17,3,3,1,0,0
126.82,1569.84,1083.3,12,3,2,1,1,1
47.94,229.35,2556.64,14,4,1,0,1,0
79.61,1012.59,1661.32,15,4,0,1,0,1
32.84,389.06,2153.6,3,6,1,0,1,0
6.24,687.82,2691.12,11,6,1,1,0,1
6.69,52.67,2705.23,16,2,5,1,0,1
57.85,864.51,985.53,0,4,2,1,1,0
28.13,1132.39,2857.35,21,3,1,1,0,1
11.19,1254.16,74.63,17,0,2,1,1,0
33.82,1364.17,1130.51,21,1,4,1,0,0
3.32,1677.54,2687.4,15,3,4,0,1,0
43.61,482.38,823.91,0,6,0,1,0,0
15.67,265.43,819.24,9,5,0,0,1,0
79.87,1784.43,907.87,18,4,2,0,0,0
18.58,340.24,1836.94,15,1,2,1,0,0
30.37,1980.14,1315.0,13,5,2,1,0,0
0.58,1687.23,2180.2,1,1,0,1,1,0
3.76,1010.5,2684.73,23,2,2,0,0,0
24.92,1987.95,2022.6,5,4,2,0,0,0
32.69,236.47,613.4,21,2,2,0,0,1
45.82,658.92,2798.05,22,1,1,0,0,0
17.24,1297.31,793.48,4,2,1,1,0,1
59.37,765.88,449.68,11,4,3,0,1,1
98.35,1955.81,269.9,3,3,1,0,1,0
75.67,216.27,1690.15,21,0,3,0,1,1
2.02,1105.35,341.29,23,5,2,0,0,1
32.75,1218.57,416.33,3,3,3,1,1,0
5.54,1314.47,900.09,4,1,1,1,0,0
13.86,532.64,844.96,6,3,1,1,1,1
215.86,951.35,1812.72,5,2,2,1,1,1
7.69,1696.61,2450.24,12,4,1,1,1,0
34.55,432.49,2284.05,3,3,1,0,0,0
48.14,1703.61,787.45,12,3,3,0,0,0
60.61,1190.29,735.93,3,4,2,0,0,0
41.01,1567.76,2897.37,9,2,2,0,1,0
0.49,1430.57,24.71,19,0,1,0,0,0
19.76,442.71,2639.16,0,3,5,1,0,0
36.46,1178.4,599.19,20,5,1,0,1,1
4.6,1741.37,2841.85,7,1,1,1,1,1
21.59,891.5,1026.92,6,6,7,1,0,0
1.69,1935.21,1321.06,4,2,0,1,1,1
4.09,914.0,2121.36,2,2,5,0,0,0
25.29,319.43,1763.01,14,3,0,0,1,1
7.12,792.1,953.82,16,5,1,0,0,0
41.91,1945.8,1661.49,22,6,3,1,0,0
58.47,704.71,2192.12,12,4,1,1,1,0
80.62,1818.14,127.0,14,6,2,0,1,0
11.17,1774.86,33.6,18,3,3,1,0,0
9.17,716.04,1374.2,19,3,1,1,1,0
5.52,181.2,395.51,13,4,2,1,0,0
50.59,1502.46,1993.03,20,1,1,0,1,0
61.29,691.2,642.16,12,4,4,1,0,1
1.6,1569.62,1298.55,11,3,4,0,1,0
137.61,1028.49,593.01,23,0,2,0,0,0
2.67,978.35,1645.45,22,4,1,1,1,1
38.97,1597.01,348.16,8,1,2,1,0,1
61.73,832.63,69.32,2,4,1,1,0,0
102.39,994.21,153.39,10,4,2,0,1,0
62.6,821.22,2862.78,9,2,0,0,1,0
80.91,821.92,426.86,0,2,5,1,0,1
20.73,1077.36,2125.43,16,3,0,1,0,0
84.32,1703.83,203.78,12,3,5,0,1,0
4.18,734.1,324.48,13,6,1,1,1,0
112.6,1165.87,1526.63,0,4,1,0,0,0
39.66,1384.41,1394.61,1,0,2,1,0,0
84.99,631.17,2854.74,1,5,4,1,0,0
30.1,592.37,2834.51,6,3,0,1,1,1
51.58,1919.07,2338.83,8,4,1,0,1,0
37.37,1487.2,1806.31,23,4,1,1,0,1
65.76,1224.36,1364.88,3,5,2,1,1,0
4.26,1303.22,1068.54,1,4,2,0,0,0
3.11,71.42,2841.26,18,5,4,0,0,0
14.19,1254.21,1808.73,4,5,0,0,1,0
8.69,1032.61,1737.22,8,6,1,0,1,0
102.7,1198.74,695.7,23,4,3,0,1,1
12.37,737.62,140.09,12,6,1,0,0,0
186.21,358.34,2835.57,11,4,2,0,1,0
20.54,415.29,941.21,18,2,2,0,1,0
10.05,1912.03,1327.77,8,5,1,1,1,0
77.96,901.27,343.92,9,1,3,1,0,0
53.75,992.45,2510.77,18,5,1,1,0,1
34.48,149.37,82.9,9,1,1,1,0,1
40.52,125.28,2501.97,11,4,1,0,1,0
63.51,1500.7,420.86,13,3,1,0,0,0
12.97,1093.78,2659.69,7,0,4,0,0,0
280.43,1302.75,2189.32,15,6,1,0,0,1
184.03,677.85,494.01,16,4,3,0,1,0
52.54,1544.59,1697.45,19,0,3,1,0,0
11.13,355.92,937.97,3,2,1,1,0,0
57.01,444.98,534.7,5,1,3,0,0,0
3.75,930.57,2577.55,11,6,1,1,1,1
1.56,581.26,1210.57,17,2,4,0,0,0
14.9,517.35,1195.63,6,3,1,0,0,0
31.05,1325.07,509.66,4,3,1,1,0,1
101.35,1406.78,1149.2,9,5,1,1,1,1
64.95,1715.74,2614.85,5,6,1,0,1,0
67.88,909.12,1089.39,13,6,4,1,0,0
27.71,183.15,2854.81,5,6,4,0,0,0
21.23,575.83,2838.93,13,4,2,0,0,0
23.18,1983.39,434.7,11,5,3,1,1,1
219.7,1416.25,531.93,21,3,0,0,1,1
2.05,1424.43,2588.02,11,3,2,0,1,0
100.88,125.52,1178.28,7,5,1,1,1,0
43.22,1084.45,13.12,9,2,6,0,0,0
28.87,113.55,821.62,15,0,1,0,0,0
64.6,1207.37,1792.89,19,1,2,1,1,0
33.34,1875.67,2397.8,7,3,0,1,1,0
103.35,2040.5,400.17,8,5,1,1,1,1
115.48,1201.18,331.62,12,3,1,0,0,1
27.38,949.21,2766.28,19,2,1,0,1,0
16.21,1906.79,2253.45,16,6,3,1,1,0
44.87,1395.35,1769.34,18,6,2,1,1,1
121.73,260.88,2307.56,16,1,3,0,1,1
11.83,948.62,1286.56,6,6,1,1,1,1
48.77,536.86,2275.37,0,6,0,0,0,0
49.92,994.83,1115.41,19,2,0,0,1,0
66.05,982.43,732.28,13,0,1,1,1,1
7.05,1175.52,2187.04,16,2,0,0,0,0
62.91,782.88,1259.02,12,1,0,1,1,0
119.86,456.76,2944.13,1,6,1,0,1,0
9.9,1022.3,1048.46,13,1,4,0,1,1
13.56,1675.66,2765.18,0,3,3,0,0,0
177.71,1509.09,2798.89,4,0,4,1,1,0
9.98,693.33,725.56,6,4,2,0,0,0
96.34,1968.03,2394.66,18,3,3,0,0,0
33.89,1859.18,1299.22,13,6,1,1,1,1
14.2,440.8,2752.57,23,5,1,1,0,0
102.3,190.74,1350.37,13,2,2,0,1,0
29.47,1514.67,2232.91,14,2,2,1,0,0
36.16,1693.1,1400.9,4,1,2,0,0,0
22.25,1958.3,683.4,4,5,4,0,0,0
44.94,1825.71,598.05,20,1,4,0,1,0
8.93,1213.99,1276.29,23,5,4,0,1,0
24.8,1089.6,2266.48,1,1,0,0,0,0
174.36,239.76,1815.21,17,4,2,0,1,1
14.93,515.78,2065.89,23,4,2,1,0,0
53.46,978.09,846.98,8,3,3,0,1,0
19.67,1280.39,1444.31,9,4,2,0,0,0
74.24,1193.17,133.19,17,5,3,1,1,1
7.01,1494.86,2452.6,3,1,4,0,0,0
175.03,741.77,2969.68,7,5,2,0,1,0
30.24,1164.5,1220.64,17,3,1,0,1,1
13.46,198.86,32.89,19,3,1,0,1,0
3.82,837.01,509.38,16,6,1,1,1,1
9.3,1512.12,1957.58,15,0,2,0,1,0
36.67,1426.54,1836.24,17,4,4,1,0,0
20.55,2001.93,2363.59,6,2,3,1,0,1
88.27,651.27,761.65,0,2,3,1,1,0
28.18,1029.58,2290.9,0,0,3,0,1,0
14.3,680.07,2063.95,17,1,5,0,0,0
48.0,934.8,968.44,3,0,1,1,1,0
61.34,1776.67,1636.46,22,1,1,1,1,1
9.14,1380.72,441.82,19,4,3,0,1,1
9.17,1775.23,1357.69,20,4,4,0,1,0
1.87,416.86,2643.59,19,3,2,0,0,0
66.67,1814.66,1263.57,3,3,1,0,1,1
54.5,183.43,2518.7,5,3,6,0,0,1
32.18,1810.49,1770.76,2,3,1,1,0,1
92.95,757.81,575.63,5,2,3,1,0,0
81.91,717.94,1743.32,12,6,2,1,0,1
44.02,1073.08,1517.95,22,3,1,0,1,0
101.35,1983.32,1195.92,6,3,2,1,0,1
11.52,116.6,358.89,23,3,2,0,1,1
5.93,716.87,1250.13,3,1,2,1,1,0
15.72,1730.3,218.29,0,5,0,0,0,0
2.94,801.09,296.31,5,3,2,1,0,0
37.88,444.2,1247.75,23,0,1,1,1,1
137.92,993.26,916.14,4,3,2,0,1,1
2.01,779.26,2776.63,12,3,2,0,0,0
6.51,1838.19,1127.12,18,2,0,1,0,0
30.09,1556.34,2273.57,3,5,1,1,1,0
135.81,1150.99,1590.74,23,3,1,0,0,0
19.0,1995.86,2112.26,5,5,1,0,0,0
35.39,971.29,780.35,12,1,1,0,1,0
2.12,128.01,2825.71,4,4,1,1,1,0
8.03,539.96,1590.27,12,5,3,1,1,1
215.74,1093.52,2493.97,9,5,2,0,1,0
167.79,490.03,1095.14,2,3,2,1,1,0
0.25,1895.9,300.63,22,6,2,0,1,1
151.63,1687.66,2021.13,12,3,1,1,0,0
50.96,594.85,23.28,11,3,1,0,1,0
101.22,1286.92,1425.88,3,2,0,0,1,0
30.32,1476.0,578.41,9,6,4,1,1,1
36.24,1919.39,1882.13,2,4,4,0,0,0
33.55,1798.0,2938.26,16,2,1,0,0,0
54.96,1090.19,1393.21,8,2,1,1,1,0
7.52,1559.08,2452.49,0,2,2,1,1,0
1.52,1130.19,1523.35,17,6,1,1,0,0
18.4,1128.28,1487.52,8,1,1,1,0,1
60.98,299.32,2791.27,20,4,2,0,1,1
11.27,272.28,2669.9,19,1,2,0,0,0
55.96,1119.73,2357.4,8,1,1,0,0,0
175.18,720.21,888.77,1,4,2,0,0,0
4.93,56.79,1635.03,18,1,3,0,1,1
55.83,1504.28,671.69,15,6,3,1,0,0
29.33,103.98,1331.75,2,4,7,1,0,1
101.3,1295.9,1452.64,15,5,1,0,1,0
9.75,1092.75,2494.92,20,5,4,1,0,0
58.98,1996.92,2688.09,12,3,2,1,0,0
91.04,1064.62,1243.86,2,2,2,1,0,0
144.67,281.24,53.11,9,5,0,1,1,1
57.48,1165.34,2585.32,21,5,2,1,1,0
34.38,1718.16,522.84,17,1,3,0,1,1
48.1,2041.83,1865.65,5,4,1,1,0,0
101.59,967.97,74.91,5,0,0,0,0,0
42.27,689.66,1198.52,17,1,1,0,0,1
1.54,1815.78,2957.88,5,1,0,0,1,0
133.65,524.22,302.08,5,6,0,0,1,0
58.48,1293.18,1271.08,21,4,0,0,0,1
56.43,873.8,921.45,12,0,2,1,1,0
12.15,103.9,2715.26,13,0,2,0,1,0
53.78,754.88,2608.02,20,3,0,0,0,0
25.03,562.83,713.1,6,1,0,0,0,0
52.67,1427.99,243.56,12,6,3,1,1,1
5.64,1903.73,1881.42,14,2,3,1,1,1
53.62,597.03,1009.11,11,5,2,1,1,0
372.09,1996.91,2016.25,20,1,1,1,0,0
2.47,122.64,96.36,0,2,3,0,1,1
188.99,1269.85,400.2,2,2,3,0,0,0
26.12,176.51,2059.12,17,4,0,0,1,0
102.3,1971.03,637.11,21,1,3,0,1,0
76.25,1611.29,2572.76,7,4,2,0,0,0
41.85,1361.17,175.77,1,3,3,1,0,0
67.06,1716.61,646.45,3,2,1,0,1,0
105.4,1403.96,2995.68,17,0,1,1,1,0
25.89,1964.09,1299.23,12,2,2,0,0,0
19.8,1450.58,2108.9,14,3,4,1,1,1
55.07,1905.14,547.99,1,2,1,1,0,0
82.47,1121.56,1829.61,9,4,0,1,0,1
71.83,314.79,2178.32,1,1,2,0,1,0
79.93,1141.0,943.43,20,0,2,1,0,0
28.6,291.08,2486.69,11,4,3,0,0,0
85.14,1274.2,1810.25,4,5,4,0,1,0
6.4,976.56,1167.37,11,1,2,1,1,1
39.32,1288.25,1672.93,22,0,1,1,1,0
0.29,30.28,1730.28,0,3,3,1,1,1
19.62,417.35,496.61,1,2,2,1,1,1
22.82,1010.57,1208.2,15,0,1,0,1,1
25.22,1926.72,1030.29,21,6,3,0,1,0
59.45,832.83,1202.71,1,5,0,0,1,0
24.6,879.1,2283.33,15,3,3,1,1,1
29.77,1462.02,1447.62,19,1,4,1,0,1
13.56,1225.11,2820.95,15,6,4,1,1,1
23.36,628.22,881.03,5,0,2,1,0,0
12.89,840.41,1247.11,12,3,5,0,1,0
3.8,447.02,2360.87,11,1,0,0,1,0
46.25,1978.63,1638.07,22,6,4,0,0,0
55.16,325.12,1641.08,9,6,1,1,0,0
48.31,798.27,160.02,4,4,1,1,0,0
31.13,92.55,1195.8,7,2,0,1,0,0
23.88,475.22,812.2,5,3,1,1,1,0
99.51,1662.65,2998.01,4,6,1,1,1,0
36.6,446.94,925.07,19,4,3,0,1,1
32.62,201.95,2653.49,21,5,3,1,1,0
1.3,955.46,2028.7,5,5,3,0,1,0
20.87,50.71,1022.75,21,1,0,1,1,0
23.92,202.6,1630.6,16,6,2,0,0,0
25.44,1642.62,2521.61,5,6,0,1,1,0
43.4,1588.63,2650.1,16,0,2,1,0,0
38.14,1869.27,481.18,4,6,1,0,1,1
46.81,1757.3,1018.72,22,2,1,1,1,0
72.38,1441.9,1005.67,16,1,2,1,0,0
83.83,197.97,126.13,16,3,3,1,1,1
63.31,1631.18,1794.71,12,6,3,0,1,0
155.64,1848.21,2564.46,21,2,3,1,0,0
0.92,1601.09,1144.72,6,6,2,1,0,0
10.89,1032.76,2220.11,21,4,4,1,1,0
0.38,473.85,1883.1,20,2,3,1,0,0
52.13,1744.34,1126.95,5,4,4,1,0,0
114.15,1571.2,423.18,13,1,3,0,0,0
13.95,1975.66,2127.97,15,6,4,0,1,1
130.89,450.72,2563.7,2,0,3,0,0,0
3.11,462.18,2057.56,8,5,2,0,1,0
136.24,567.72,53.64,14,2,2,1,0,0
21.66,1608.81,648.7,20,0,2,1,0,0
5.35,387.3,208.44,17,0,4,0,0,0
33.26,175.91,1711.16,9,5,0,0,0,0
14.84,2011.98,2269.43,9,2,3,0,1,0
16.76,76.15,331.74,22,6,3,0,1,1
18.36,1690.5,2515.01,2,2,1,0,1,1
81.23,818.31,1666.53,0,0,6,1,0,1
38.74,1723.55,2069.91,2,3,1,0,0,0
18.65,1132.34,2914.21,4,3,1,1,0,0
47.12,1851.37,251.04,6,2,3,1,1,1
62.97,1916.09,2703.67,2,0,3,0,0,0
15.92,44.03,378.31,3,0,6,1,0,1
26.68,186.75,1178.88,16,1,2,1,1,1
6.5,514.71,2554.32,2,0,3,1,0,1
9.99,1351.93,2718.76,22,5,2,1,1,1
57.15,1834.81,1519.12,3,3,3,0,1,0
10.01,935.29,1782.31,1,1,3,1,1,0
37.24,1255.12,2124.44,13,6,4,1,0,0
61.73,446.84,2498.28,4,5,2,0,0,0
5.65,1617.53,364.53,20,6,2,0,0,0
41.89,1976.87,2430.21,1,3,5,0,1,0
14.82,559.33,1443.83,14,5,3,1,0,0
164.74,1159.44,1351.87,10,4,1,0,1,1
33.04,214.41,1271.7,21,2,2,1,1,1
81.99,1204.67,1527.63,9,4,1,0,0,0
39.95,1050.49,2835.15,19,2,2,1,0,1
2.22,299.65,1644.61,0,3,3,0,1,0
50.14,939.85,2859.53,18,3,1,0,1,0
151.21,826.08,540.87,13,4,0,1,0,0
46.02,1094.46,2172.41,22,5,3,0,0,0
85.52,1260.97,2436.72,21,6,2,0,1,0
107.8,134.71,2037.39,13,2,3,1,1,1
12.94,1537.34,1820.77,0,2,0,0,0,0
11.92,1440.82,1694.44,8,1,2,0,1,0
47.21,786.12,2582.79,16,0,0,1,0,0
26.47,141.81,2464.94,13,5,1,1,0,0
91.59,1603.91,366.87,12,5,2,0,1,1
115.14,2025.94,2545.76,12,1,2,0,1,1
21.8,509.7,1242.21,5,3,2,1,0,0
13.52,667.33,761.09,6,4,0,1,1,0
75.83,451.62,2609.31,1,5,3,0,0,0
16.07,1174.17,1296.07,7,2,6,1,1,1
86.47,404.6,2425.09,23,1,1,0,1,0
27.56,746.39,790.21,5,4,2,0,1,0
55.06,1452.12,11.79,2,6,3,1,1,1
5.02,1129.65,1486.38,17,4,3,1,0,0
48.89,827.95,300.68,17,5,2,1,0,1
30.05,876.35,2263.13,21,0,1,1,0,0
44.17,1172.77,828.23,22,2,3,0,1,0
9.2,30.87,1330.94,5,4,1,1,0,0
66.76,232.99,261.1,10,6,4,0,1,1
99.31,1863.01,859.98,2,2,0,0,1,0
12.21,177.19,2344.47,15,5,1,0,0,0
5.03,1421.57,454.76,4,1,0,0,0,0
1.2,1842.08,1941.48,23,6,2,0,1,0
51.36,600.02,2752.28,21,4,2,1,1,0
46.71,793.99,2039.51,1,6,6,1,1,1
39.56,1181.71,2433.07,14,5,2,0,1,0
13.19,1777.79,326.91,15,4,4,1,1,1
24.79,1909.18,752.2,6,6,3,1,1,1
45.13,1526.86,2683.62,15,1,0,0,0,0
34.34,216.71,2145.32,23,6,3,0,0,0
220.26,1561.88,1918.66,3,2,1,1,1,1
7.33,833.83,1991.3,15,2,0,0,0,0
59.4,1006.09,1242.6,16,4,2,1,0,0
25.9,133.71,133.67,1,5,2,1,0,0
27.95,418.16,2353.32,15,1,6,0,0,1
63.22,1646.34,2036.14,3,3,1,1,0,1
58.95,972.33,1418.41,6,2,1,1,0,0
236.97,847.28,2699.28,17,6,4,0,0,0
6.87,781.07,1008.48,5,3,4,0,0,0
5.5,1715.76,882.97,17,6,1,1,1,1
64.43,1564.94,2618.39,6,4,1,0,0,0
43.18,595.09,2390.96,1,3,1,1,1,0
16.02,259.85,1544.94,18,5,1,0,0,1
4.14,515.62,392.2,8,6,2,0,1,0
4.48,1846.79,645.21,3,5,3,1,1,1
112.31,1279.67,1968.68,13,6,4,1,0,0
10.65,1082.28,1155.12,4,3,2,1,1,1
19.53,1216.35,2509.42,6,5,0,0,0,0
12.85,751.25,2849.87,7,2,0,1,0,0
21.92,1638.06,2416.91,14,4,1,0,0,0
3.6,1054.94,1132.64,18,3,2,0,0,0
36.6,278.93,2366.06,10,6,1,1,1,0
3.5,270.34,1054.33,19,2,2,1,0,0
80.56,1158.91,501.3,22,6,3,0,1,0
13.31,1887.08,100.18,3,3,1,1,1,1
38.83,662.45,1157.15,17,6,2,0,0,0
106.05,1846.44,2710.68,13,2,3,0,1,1
52.62,1583.17,716.96,5,5,0,0,1,0
38.07,541.22,619.54,15,5,2,1,1,0
19.6,101.92,2909.46,17,4,2,0,0,0
20.25,232.93,75.01,0,6,2,0,1,0
55.36,1515.06,2357.35,7,5,1,1,0,0
256.97,664.31,964.11,0,1,2,1,0,0
54.21,803.04,112.46,0,2,3,1,0,0
40.8,1049.18,2753.41,18,2,4,0,0,0
65.59,1519.27,418.93,20,3,5,1,1,1
31.29,266.62,1655.34,9,4,2,0,1,0
3.1,821.77,822.16,17,0,3,0,1,0
41.31,1016.61,195.58,11,5,0,0,0,0
158.06,1244.31,149.77,16,0,2,1,0,0
9.64,1648.18,346.67,0,1,4,0,0,0
58.56,410.2,214.1,7,4,1,0,1,1
11.22,1628.8,2281.67,9,2,1,1,0,0
38.37,1427.2,1456.7,9,0,1,0,1,0
5.08,1121.26,1028.68,17,1,1,1,1,1
29.93,1431.99,1255.11,8,4,6,1,0,1
70.56,900.48,2786.84,1,1,1,1,0,0
21.35,306.76,2732.26,2,5,2,1,1,1
54.67,1389.54,2147.03,1,0,1,0,1,0
79.35,1133.45,2654.05,5,3,2,0,0,0
130.99,1413.35,958.94,22,3,4,0,0,1
13.37,695.99,1143.33,11,4,1,0,0,0
25.48,1840.14,1841.14,21,1,1,1,0,0
8.27,1187.14,1870.88,18,2,2,0,1,1
244.53,424.48,1445.1,14,0,1,1,0,0
130.87,1035.98,1201.97,18,3,5,0,1,0
38.82,1553.97,2958.54,11,3,1,0,0,0
92.27,1682.6,2463.37,17,1,0,1,0,0
36.8,1031.05,1304.94,15,3,6,0,1,1
48.85,1839.4,2181.88,1,6,6,0,0,0
4.67,547.33,808.69,10,1,1,1,1,1
70.38,897.47,300.51,11,0,1,0,0,0
6.83,1805.04,1057.29,4,1,2,0,1,0
87.45,1881.0,1208.92,23,3,4,0,1,1
76.17,1450.74,49.61,5,1,2,1,1,1
61.68,1781.05,2444.38,10,3,0,1,0,0
1.84,188.5,1077.58,20,5,3,0,1,0
18.06,1749.4,1741.25,9,4,1,0,1,1
15.27,663.3,221.89,3,3,1,0,0,0
22.33,387.21,524.99,8,6,4,1,1,1
4.59,490.94,2669.08,11,6,3,0,1,0
